,Title,ID
76,David Mamet Calls Hollywood’s DEI Initiatives “Garbage” & Says His Kids Are Not Nepo Babies: “They Earned It By Merit”,1car0hw
77,Céline Dion Says the Love of Her Kids Is a 'Gift' amid Her Struggle with Stiff-Person Syndrome,1cajbz4
78,Shelter celebrates Taylor Swift album release with kitten listening party,1c9pchn
79,Eminem Celebrates 16 Years of Sobriety by Showing Off His New Chip,1cav3no
80,"Nathan Fillion on why he’s so excited to play Green Lantern: “For a guy who likes to play flaws and flawed people, Guy Gardner is a gold mine”",1ccbzr9
81,Ringo Starr says 'not a lot of joy' in the 1970 documentary 'Let It Be',1c9ph59
82,O.J. Simpson's Cause of Death Revealed,1cdvjki
83,Rose McGowan Reacts to Harvey Weinstein's New York Conviction Overturning: 'We Know the Truth',1cf6j88
84,Kylie Minogue Says Her Vegas Residency Has Been 'Like Studio 54': 'It's an Absolute Party' (Exclusive,1ce029v
85,Jennifer Aniston producing '9 to 5' remake with Oscar-winning 'Juno' writer Diablo Cody,1ccv287
86,Kerry Washington Reflects on the Impact of Her Sexual Assault on Her Life: 'I Was Gaslit',1ca596s
87,"Shirley MacLaine Is 'Feeling Good' as She Turns 90, Teases New Book About Her 'Wonderful Life'",1cc3aam
88,Steve Carell To Star Opposite Tina Fey In Netflix Comedy Series ‘The Four Seasons’,1cc3nkr
89,"Tom Holland on Spider-Man 4 Plans: ‘We Have a Legacy to Protect’
",1cacj6d
90,"‘The Lord of the Rings’ Trilogy Returning to Theaters, Remastered and Extended",1ccwgbt
91,Tupac’s estate threatens to sue Drake over dis track using what appears to be late rapper’s AI-generated voice,1ccdv6s
92,"Al Pacino, Dan Stevens to Play Troubled Priests in Exorcism Horror ‘The Ritual’ ",1cb8uiw
93,Alien TV Show Set a Few Years Before Prometheus as Timeline Solidified,1cangmp
94,‘Sweet’ Success: Hozier Hits No. 1 on Billboard Hot 100 for First Time,1caga7z
95,Jeremy Clarkson Reveals His Previous Dismissal Of Global Warming Was “Part Of His Comedy Creation”,1cf7n4f
96,Bob Bakish Out as Paramount Global CEO,1ceq5ui
97,"Encyclopedia Brown: A Story for My Brother, Philip Seymour Hoffman",1caopuf
98,Eminem Dropping New Album The Death of Slim Shady This Summer,1cdgyj2
99,Nicki Minaj Throws Item Back into Crowd After Nearly Getting Hit by Object Onstage,1caes9s
